Timestamp(s),Event Type,Details,Exchange Count,Info Discovered
0.00,CONVERSATION_START,"Feedback: VerbalFiller",0,0
2.44,AI_RESPONSE_FULL,"Received full JSON response",1,0
3.37,AVATAR_TALKING,"Avatar started speaking",1,0
10.19,AVATAR_IDLE,"Avatar finished speaking",1,0
14.20,USER_MESSAGE,"create what's your major",1,0
14.51,FEEDBACK_VERBAL,"Filler: um",1,0
16.12,AI_RESPONSE_FULL,"Received full JSON response",2,0
16.12,FEEDBACK_STOPPED,"Duration: 1.61s",2,0
16.84,AVATAR_TALKING,"Avatar started speaking",2,0
16.84,AVATAR_TALKING,"Avatar started speaking",2,0
25.14,AVATAR_IDLE,"Avatar finished speaking",2,0
25.14,AVATAR_IDLE,"Avatar finished speaking",2,0
32.78,USER_MESSAGE,"I'm not studying right now but anyways I'm in the Dom what's which Dom do you live in",2,0
33.09,FEEDBACK_VERBAL,"Filler: um",2,0
33.98,AI_RESPONSE_FULL,"Received full JSON response",3,0
33.98,FEEDBACK_STOPPED,"Duration: 0.89s",3,0
35.15,AVATAR_TALKING,"Avatar started speaking",3,0
35.15,AVATAR_TALKING,"Avatar started speaking",3,0
35.15,AVATAR_TALKING,"Avatar started speaking",3,0
45.03,AVATAR_IDLE,"Avatar finished speaking",3,0
45.03,AVATAR_IDLE,"Avatar finished speaking",3,0
45.03,AVATAR_IDLE,"Avatar finished speaking",3,0
59.09,USER_MESSAGE,"bro I'm not studying right now I was literally just sleeping now I came to visit you anyways what's your favorite hobby mine is drinking coffee with you",3,0
59.40,FEEDBACK_VERBAL,"Filler: let me see",3,0
60.76,AI_RESPONSE_FULL,"Received full JSON response",4,0
60.76,FEEDBACK_STOPPED,"Duration: 1.36s",4,0
61.57,AVATAR_TALKING,"Avatar started speaking",4,0
61.57,AVATAR_TALKING,"Avatar started speaking",4,0
61.57,AVATAR_TALKING,"Avatar started speaking",4,0
61.57,AVATAR_TALKING,"Avatar started speaking",4,0
74.19,AVATAR_IDLE,"Avatar finished speaking",4,0
74.19,AVATAR_IDLE,"Avatar finished speaking",4,0
74.19,AVATAR_IDLE,"Avatar finished speaking",4,0
74.19,AVATAR_IDLE,"Avatar finished speaking",4,0
80.79,USER_MESSAGE,"like coffee tell me good places for coffee in Berkeley",4,0
81.09,FEEDBACK_VERBAL,"Filler: um",4,0
82.37,AI_RESPONSE_FULL,"Received full JSON response",5,0
82.37,FEEDBACK_STOPPED,"Duration: 1.28s",5,0
83.13,AVATAR_TALKING,"Avatar started speaking",5,0
83.13,AVATAR_TALKING,"Avatar started speaking",5,0
83.13,AVATAR_TALKING,"Avatar started speaking",5,0
83.13,AVATAR_TALKING,"Avatar started speaking",5,0
83.13,AVATAR_TALKING,"Avatar started speaking",5,0
93.50,AVATAR_IDLE,"Avatar finished speaking",5,0
93.50,AVATAR_IDLE,"Avatar finished speaking",5,0
93.50,AVATAR_IDLE,"Avatar finished speaking",5,0
93.50,AVATAR_IDLE,"Avatar finished speaking",5,0
93.50,AVATAR_IDLE,"Avatar finished speaking",5,0
0.00,CONVERSATION_END,"Reason: Objectives Met / AI Requested End | Duration: 1.58m",5,0

=== SUMMARY ===
Duration (minutes),0.00
Total Exchanges,5
Info Discovered,0/4
Feedback Enabled,True
Feedback Types,VerbalFiller
Feedback Delay,0.3s
